title,description,points,price
Schloss Johannisberger 2012 Rotlack Kabinett Feinherb Riesling (Rheingau),There's a tinge of caramelized sugar amid ripe yellow peach and apricots ...,89,$55
Hauner 2013 Salina White (Terre Siciliane),"Made from 60% Inzolia and 40% Catarratto, this thoroughly enjoyable wine delivers ...",89,$20
Enate 2013 Crianza Tempranillo-Cabernet Sauvignon (Somontano),"Tomato and plum aromas are savory and spicy, with raw oak notes ...",87,$16
Brokenwood 2008 Cricket Pitch Cabernet Sauvignon-Shiraz-Merlot-Petit Verdot Red (South Eastern Australia),"Dark hints of charred oak and cola accent bright berry aromas, while ...",87,$21
Mocali 2004 500ml  (Moscadello di Montalcino),"This expression of Moscadello di Montalcino opens with a dark, golden color ...",86,$35
Dr. Konstantin Frank 2010 Rkatsiteli (Finger Lakes),Green herbs and grass add freshness to the sweet aromas of quince ...,88,$15
De Stefani 2009 Solèr Red (Veneto),"A blend of equal parts Marzemino, Merlot, Cabernet Sauvignon and Refosco, this ...",88,$37
Primosic 2011 Klin White (Collio),"Made with Sauvignon, Chardonnay, Ribolla Gialla and Friulano, this opens with aromas ...",91,
Simonsig 2014 Frans Malan Cape Blend Red (Stellenbosch),"This Pinotage-based blend, with 29% Cabernet Sauvignon and 8% Merlot, opens with ...",91,$38
Pittacum 2012 La Prohibición Garnacha Tintorera (Vino de la Tierra de Castilla y León),An opaque black color and gritty aromas of toast and tar announce ...,91,$45
Thörle 2015 Im Holzfass Gereift Unfiltriert Trocken Spätburgunder (Rheinhessen),"Zestier and more herbaceous than Thörle''s other Spätburgunder bottlings, this bristling red ...",91,$29
Thörle 2016 Trocken Grauburgunder (Rheinhessen),Fresh citrus and pear flavors are highlighted by racy streaks of lime ...,91,$22
Santa Lucia 2007 Riserva Le More Uva di Troia (Castel del Monte),"An ancient import from Greece, Uva di Troia finds its best expression ...",88,$30
Cà Montanari 2012 Operapura  (Lambrusco Grasparossa di Castelvetro),This is one of those special Lambruscos that you know will pair ...,84,$19
Cantina di Puianello 2012  Lambrusco Grasparossa di Castelvetro,"Very simple and clean, this pretty Lambrusco offers fresh cherry and blueberry ...",84,$14
Unión de Productores del Valle (UPVG) 2009 Estacion el Porvenir Vino Tinto Red (Valle de Guadalupe),"This odd blend of Barbera, Cabernet Sauvignon, Petit Sirah and Zinfandel is ...",83,$22
Donnafugata 2013 Ben Ryé  (Passito di Pantelleria),"Made with 100% dried Zibibbo grapes, this elegant dessert wine offers intense ...",93,$39
Montalbera 2010 La Tradizione  (Ruché di Castagnole Monferrato),This easy Ruché opens with herbal notes of dried tea and chamomile. ...,87,$22
Torraccia del Piantavigna 2006  Ghemme,This Ghemma—a blend of 90% Nebbiolo and 10% Vespolina aged for two ...,87,$38
Giuseppe Cortese 2009 Rabajà  (Barbaresco),Crisp and brightfresh acidity and ethereal aromas of rosemary and dried basil. ...,87,$55
Schloss Johannisberger 2014 Silberlack Trocken GG Riesling (Rheingau),Delicate whiffs of spice and pine lend depth to crisp-tart white peach ...,94,$75
Mount Pleasant Winery 2010 Estates Vignoles (Augusta),"While this is full bodied, with an unctuous quality, it has plenty ...",86,$21
Masari NV Leon Metodo Classico Durella (Vino Spumante),"Made with native grape Durello and with no dosage, this offers aromas ...",89,$45
José Maria da Fonseca 2013 Colecção Privada Moscatel Roxo (Península de Setúbal),"With its intense spice and rich texture, the wine seems bigger than ...",86,$19
Coto de Hayas 2013 Garnacha-Cabernet Sauvignon Rosado (Campo de Borja),"Clean, fresh and inviting aromas are simple as rosé should be. Plum, ...",86,$9
Orgo 2015 Saperavi (Kakheti),Aromas of black currant and cherry set the stage for flavors of ...,90,$28
Les Rocailles 2015 Apremont Vieilles Vignes Jacquère (Vin de Savoie),"The old vines give extra depth and richness to this ripe, creamy ...",90,$18
Manzoni 2012 Home Vineyard Pinot Noir (Santa Lucia Highlands),"Deeply funky aromas of salted rhubarb and beets, grilled meats, anise and ...",93,$35
Chambers Rosewood Vineyards NV Grand Muscadelle (Rutherglen),"Showing all of aged Muscadelle''s chocolatey characters in both color and flavor, ...",92,$140
Alain Brumont 2005 Château Bouscassé Menhir Tannat-Merlot (Vin de Pays des Côtes de Gascogne),"Now at its peak, this rich, complex wine comes from a great, ...",94,
Lombard et Cie NV Brut Nature Verzenay Grand Cru  (Champagne),"A dry wine to be sure, although one with great fruit as ...",94,$80
Benanti 2010  Etna,"Made entirely from the native grape Nerello Cappuccio grown on Mount Etna, ...",92,$50
Spiropoulos 2008 Made with Organic Grapes Agiorgitiko (Nemea),"Notes of cola, black pepper and cocoa on the nose are followed ...",88,$45
Testa Vineyards NV Simply White White (Mendocino County),"This is a nonvintage blend of Chenin Blanc and Sauvignon Blanc, with ...",88,$20
"Channing Daughters 2011 Rosato Refosco Home Farm Vineyard Rosé (The Hamptons, Long Island)",There are notes of wild berry and rustic game that add a ...,88,$20
Jezreel 2014 Kerem Nilli Argaman (Samson),"This wine has a nose of black cherry, violet and espresso. It ...",91,$48
Quinta do Perdigão 2015 Encruzado (Dão),This is a wood-aged wine that's smooth with rounded and great fruit ...,91,$22
Bouza 2015 Monte Vide Eu Tannat-Merlot-Tempranillo Red (Montevideo),"A rich, heady bouquet offers aromas of blackberry, sandalwood, prune and coconut. ...",91,$60
Librandi 2005 Gravello Red (Val di Neto),Here is a distinctive “super Calabrian” blend of Gaglioppo and Cabernet Sauvignon ...,88,$33
J. Portugal Ramos 2007 Vila Santa Trincadeira (Alentejano),"Known as Tinta Amarela in the Douro, this ripe, spicy, minty grape ...",88,$20
Dinastía Vivanco 2008 Colección Vivanco Parcelas de Mazuelo  (Rioja),"A crusty smelling wine with aromas of crude oil, roasted nuts and ...",85,$92
Les Rocailles NV Brut Sparkling (Vin de Savoie),"With a high percentage of local Jacquère in the blend, this fruity ...",85,$24
Stemilt Creek NV Sweet Adelaide White (Columbia Valley (WA)),"This nonvintage blend of Riesling, Gewürztraminer and Chenin Blanc has pleasing aromas ...",85,$13
Bacalhôa Wines of Portugal 2016 Meia Pipa Private Selection Verdelho-Viosinho White (Península de Setúbal),"Crisp and fruity, this is a bright wine with plenty of citrus ...",86,
Casanel NV The Full Nelson Norton (Middleburg),"This Port-style dessert wine is lush in aromas and flavors of kirsch, ...",86,$30
Cave Geisse NV Cave Amadeu Moscatel (Pinto Bandeira),Aromas of lemon-lime and lemon-scented household cleaner precede an easy palate with ...,86,$25
Château Haut Peyruguet 2016  Bordeaux Blanc,This estate in the east of the Entre-deux-Mers region has produced a ...,86,$12
Château Saint-Florian 2016  Bordeaux Blanc,"This simple, fruity wine has both crisp, citrusy acidity and riper apricot ...",86,$12
Famille Laplace 2016 Aramis Tannat-Syrah (Vin de France),Red berry aromas and spicy fruit give a wine that is ripe ...,86,$10
Herdade do Esporão 2016 Monte Velho Red (Alentejano),"This simple, ripe and fruity wine is soft and juicy. Its red ...",86,$12
Les Rocailles NV Brut Rosé  (Vin de France),This classic blend of Chardonnay and Pinot Noir from Savoie has resulted ...,86,$22
MontGras 2014 XX Celebration Series Cabernet Sauvignon-Carmenère (Chile),"Earthy, leathery plum aromas are dense and stewy more than bright. This ...",86,$16
Kirchmayr 1983 Solist White (Thermenregion),"This is an off-dry blend of Zierfandler, Rotgipfler and Neuburger—grapes local to ...",89,$110
Bressan 2007 Verduzzo (Venezia Giulia),"Slightly oxidized aromas of butterscotch, caramel and candied fruit mark this elaborate ...",88,$45
Terras de Alter 2015 Terra d'Alter Síria-Arinto-Viognier White (Alentejano),"This is a smooth, clean, attractive wine that is bright and crisp. ...",87,$10
Caves Aliança 2010 Galeria Bical (Bairrada),"An earthy wine, softly fruity, with cantaloupe melon and pear flavors. It''s ...",84,$15
Benvenuti 2012 Malvasia Istriana (Istria),"Heady aromas of lemon blossom, jasmine and orange peel draw you into ...",90,$17
Destro 2012 Isolanuda  (Etna),"Made with 70% Carricante and 30% Catarratto, this elegant wine features aromas ...",90,$29
Leonard Oakes 2009 Late Harvest Vidal Blanc (New York),"Saffron and pollen notes lend spice and earth to this sunny, tropical ...",87,$20
Murgo 2013 Bianco  (Etna),"A blend of Carricante and Catarratto, this straightforward wine conveys delicate aromas ...",86,$10
Colosi 2013 Bianco White (Terre Siciliane),"A blend of Inzolia, Catarratto and Grillo, this opens with delicate aromas ...",86,$13
Delgado Zuleta NV Premium Pedro Ximénez Pedro Ximénez (Jerez),Simple brown sugar scents make for a monotone bouquet. Creamy and thick ...,87,$25
Rosenhof 2013 Ausbruch Traminer (Burgenland),"The whole world of apricots is represented here: fresh, candied and dried. ...",94,$30
Quinta Vale Dona Maria 2013 Vinha da Francesca Red (Douro),"From vines planted in 2004, this wine celebrates daughter Francesca''s 18th birthday ...",94,$94
Cavicchioli 2016 Vigna del Cristo  (Lambrusco di Sorbara),"Fragrant and loaded with finesse, this boasts enticing blue flower, wild berry ...",92,$18
Dominio de Atauta 2015 Parada de Atauta  (Ribera del Duero),Appealing black-fruit aromas include notes of tobacco and chocolate. This is a ...,92,$30
Walla Walla Vintners 2014 Washington State Cuvée Red (Washington),"This wine is a blend of all six Bordeaux varieties: 35% Merlot, ...",92,$40
Leonard Oakes 2011 Ice Wine Vidal Blanc (New York),Saffron and honey accent juicy tropical mango and pineapple aromas in this ...,87,$50
Tenuta San Francesco 2012 PerEva White (Costa d'Amalfi),"Made from a blend of Falanghina, Biancolella and Pepella, it conveys aromas ...",87,$24
Judeka 2014  Cerasuolo di Vittoria,"A blend of 60% Nero d''Avola and 40% Frappato, this opens with ...",89,$18
Arndorfer 2014 Terrassen 1979 Roter Veltliner (Austria),A very seductive nose of baked apple and even apple juice is ...,89,$54
Winery Čitluk 2007 Vranac Vranec (Mostar),"Toasted oak and cedar notes meld into lush, ripe black plums on ...",85,$13
Cavicchioli NV Robanera  (Lambrusco Grasparossa di Castelvetro),"Aromas of crushed blue flower, spicy blueberry, juicy blackberry and baking spice ...",88,$12
Allegrini 2012 La Poja Corvina (Veronese),"This firmly structured velvety red opens with aromas of black currant, French ...",93,$95
Jasper 2007 Seyval Blanc (Iowa),Sweet butter and caramel notes linger amidst smoke and char on this ...,84,$16
Benmarl 2009 Baco Noir (Hudson River Region),Scents of black coffee and ripe black fruit meld with notes of ...,83,$28
Otazu 2011 Premium Cuvée Señorío de Otazu Red (Navarra),"This Navarran blend of Cabernet Sauvignon, Merlot and Tempranillo opens with mulchy ...",86,$12
Buena Vista 2013 The Count's Selection Valdiguié (Calistoga),"Light in color and medium bodied, this unusual wine presents a weightiness, ...",86,$50
Edoardo Miroglio 2012 EM Mavrud (Thracian Valley),"This wine has aromas of cherry, cherry pie, pomegranate juice and dark ...",90,$16
Louis Nel 2015 Cape Winemakers Guild Rapscallion Cabernet Sauvignon-Shiraz (Stellenbosch),"Winemaker: Louis Nel. This Cab-Shiraz blend is somewhat closed at present, with ...",91,
Rijk's 2014 Cape Winemakers Guild CWG Pinotage (Tulbagh),"Winemaker: Pierre Wahl. This is a ripe and decadent expression of Pinotage, ...",90,
DeMorgenzon 2015 Cape Winemakers Guild Gravitas Red (Stellenbosch),"Winemaker: Carl van der Merwe. A blend of 78% Grenache, 18% Syrah, ...",90,
Luddite 2014 Cape Winemakers Guild Daisy's Turn Shiraz-Cabernet Sauvignon-Mourvèdre Red (Bot River),Winemaker: Niels Verburg. There's a funky note of cured game and smoky ...,88,
Perla del Garda 2011 Vendemmia Tardiva  (Lugana),"Made from the Turbiana grape, this dessert wine conveys aromas of apricot, ...",89,$31
Rock Wall 2013 Blanc de Blancs Sparkling (California),"A lovely bubbly, with Chardonnay flavors of limes, peaches and oranges. Muscat ...",89,$20
Casale della Ioria 2010 Campo Novo  (Cesanese del Piglio),Here's a simple and genuine expression of Cesanese d'Affile that offers floral ...,88,$16
Marcella Giuliani 2010 Alagna Superiore  (Cesanese del Piglio),"Made with organically farmed fruit, this opens with dark aromas of licorice, ...",87,$18
Kellerei Kaltern Caldaro 2012 Moscato Giallo (Alto Adige),This rather sweet wine leads with heady floral aromas that recall red ...,86,$15
Perla del Garda 2013 Perla  (Lugana),"Made from the Turbiana grape, this easy-drinking wine opens with aromas of ...",86,$21
Dutschke 2007 Willow Bend Shiraz-Merlot-Cabernet Sauvignon Red (Barossa Valley),"A terrific value, Dutchke''s Willow Bend is a round, generous blend that ...",90,$20
Weingut Am Stein 2008 Stettener Stein Kabinett Trocken Riesling (Franken),The continental nature of Franconia only allows Riesling to prosper in locations ...,90,$32
Veramar NV Tres Blanc White (Virginia),"A spiced fruitcake note dominates this blend of Riesling, Seyval and Vidal ...",84,$32
Le Pianelle 2013 Al Posto dei Fiori Rosato Red (Coste della Sesia),"A blend of Nebbiolo, Vespolina and Croatina, this boasts delicate floral and ...",90,$23
Imagery 2015 Aleatico Rosé (Sonoma Valley),This is made from an Italian variety not seen too much in ...,90,
Torbreck 2010 Descendant Shiraz-Viognier (Barossa Valley),Hints of camphor and adhesive bandage mingle with raspberry compote on the ...,85,$125
Agustí Torelló Mata 2008 Gran Reserva Brut Nature Sparkling (Cava),"Bready, yeasty apple and pear aromas come with grassy hints and notes ...",92,$27
Terre de la Custodia NV Sublime Gladius Brut Sparkling (Colli Martani),"A blend of Grechetto and Pinot Nero, this conveys aromas of toasted ...",84,
Cantina di Sorbara 2013 Allegro Amabile Rosé  (Lambrusco di Sorbara),"This simple, semisweet wine opens with aromas of blue flower and ripe ...",84,
Vivanco 2013 Viura-Malvasía-Tempranillo Blanco White (Rioja),"Sweaty, pinched aromas are more alarming than inviting. The palate of this ...",84,$13
La Battagliola 2013 15  (Lambrusco Grasparossa di Castelvetro),This easygoing sparkler opens with aromas of dark fruit and blue flower. ...,84,$19
Pagos Familia Langa 2012 Real de Aragón Garnacha (Calatayud),"Aggressive on the start, this Garnacha smells gritty and rough. Overt oak ...",83,$15
Schäfer 2012 Sweet Red Estate Bottled Dornfelder (Rheinhessen),Preserved plum and cherry notes are tinged with dark chocolate on this ...,83,$14
Stottle 2011 Hombre Red (Columbia Valley (WA)),"Principally Malbec, with 18% Tempranillo filling out the blend, this tangy and ...",89,$31
Tasca d'Almerita 2013 Leone d'Almerita White (Sicilia),"Here''s a refreshing and savory blend of Catarratto, Pinot Bianco, Sauvignon and ...",89,$20
Domaine Sigalas 2013 Fermented in Oak Barrel Assyrtico (Santorini),The terse nature of Assyrtico finds a friend in oak when properly ...,89,$30
El Hada 2011 Verdejo-Viura (Rueda),Apple and mineral aromas are solid and fresh but don't deliver much ...,86,$12
Avide NV Nutaru Metodo Classico Frappato (Vino Spumante),"Made from Frappato, this opens with aromas of citrus and a yeasty ...",86,$18
Manolesaki 2012 Malagouzia Malagousia (Drama),"Grapefruit, flowers and peach aromas and flavors are the hallmarks of this ...",85,$16
Producteurs Plaimont 2014 Colombelle L'Original White (Côtes de Gascogne),"This totally young, herbaceous wine is packed with fruitiness. Crisp lemon and ...",85,
Freixenet NV Excelencia Sparkling (Cava),"Pickled and leesy on the nose, this kosher Cava runs low on ...",85,$18
Gypsy Canyon NV Ancient Vine Angelica Debit (Sta. Rita Hills),A lovely dessert wine in almost every respect. It's crisp in acidity ...,89,$130
